epoch;W;Y;E
2759;"(2.183194; -8.688529; 13.247961; -4.109632; 4.163272)";"(0.898711; 0.998254; 0.127477; 0.902989; 1.000000; 1.000000; 0.999988; 1.000000; 0.001496; 0.088005; 0.000024; 0.001569; 0.998817; 0.999982; 0.932637; 0.998883)";0.0482141919273
2760;"(2.183407; -8.689378; 13.249231; -4.110067; 4.163703)";"(0.898730; 0.998255; 0.127453; 0.903007; 1.000000; 1.000000; 0.999988; 1.000000; 0.001495; 0.087988; 0.000024; 0.001568; 0.998818; 0.999982; 0.932649; 0.998884)";0.0481957206126
2761;"(2.183619; -8.690228; 13.250501; -4.110502; 4.164134)";"(0.898750; 0.998256; 0.127428; 0.903026; 1.000000; 1.000000; 0.999988; 1.000000; 0.001494; 0.087971; 0.000024; 0.001567; 0.998819; 0.999982; 0.932662; 0.998885)";0.0481772626702
2762;"(2.183832; -8.691077; 13.251770; -4.110936; 4.164564)";"(0.898769; 0.998257; 0.127403; 0.903044; 1.000000; 1.000000; 0.999988; 1.000000; 0.001493; 0.087955; 0.000024; 0.001566; 0.998820; 0.999982; 0.932674; 0.998885)";0.0481588180861
2763;"(2.184045; -8.691926; 13.253038; -4.111371; 4.164995)";"(0.898788; 0.998258; 0.127378; 0.903063; 1.000000; 1.000000; 0.999988; 1.000000; 0.001492; 0.087938; 0.000024; 0.001565; 0.998820; 0.999982; 0.932687; 0.998886)";0.0481403868461
2764;"(2.184257; -8.692774; 13.254307; -4.111805; 4.165425)";"(0.898808; 0.998259; 0.127353; 0.903081; 1.000000; 1.000000; 0.999988; 1.000000; 0.001491; 0.087922; 0.000024; 0.001564; 0.998821; 0.999982; 0.932699; 0.998887)";0.0481219689363
2765;"(2.184469; -8.693622; 13.255574; -4.112239; 4.165855)";"(0.898827; 0.998261; 0.127329; 0.903100; 1.000000; 1.000000; 0.999988; 1.000000; 0.001490; 0.087905; 0.000024; 0.001563; 0.998822; 0.999982; 0.932712; 0.998888)";0.0481035643426
2766;"(2.184682; -8.694470; 13.256842; -4.112673; 4.166285)";"(0.898846; 0.998262; 0.127304; 0.903118; 1.000000; 1.000000; 0.999988; 1.000000; 0.001489; 0.087888; 0.000024; 0.001562; 0.998823; 0.999982; 0.932724; 0.998888)";0.048085173051
2767;"(2.184894; -8.695317; 13.258108; -4.113106; 4.166715)";"(0.898865; 0.998263; 0.127279; 0.903137; 1.000000; 1.000000; 0.999988; 1.000000; 0.001488; 0.087872; 0.000024; 0.001561; 0.998823; 0.999982; 0.932737; 0.998889)";0.0480667950475
2768;"(2.185106; -8.696165; 13.259375; -4.113540; 4.167144)";"(0.898885; 0.998264; 0.127255; 0.903155; 1.000000; 1.000000; 0.999988; 1.000000; 0.001487; 0.087855; 0.000024; 0.001560; 0.998824; 0.999982; 0.932750; 0.998890)";0.0480484303182
2769;"(2.185318; -8.697011; 13.260641; -4.113973; 4.167574)";"(0.898904; 0.998265; 0.127230; 0.903173; 1.000000; 1.000000; 0.999988; 1.000000; 0.001486; 0.087839; 0.000024; 0.001559; 0.998825; 0.999982; 0.932762; 0.998890)";0.0480300788491
2770;"(2.185530; -8.697858; 13.261906; -4.114406; 4.168003)";"(0.898923; 0.998266; 0.127205; 0.903192; 1.000000; 1.000000; 0.999988; 1.000000; 0.001485; 0.087822; 0.000024; 0.001558; 0.998826; 0.999982; 0.932775; 0.998891)";0.0480117406263
2771;"(2.185742; -8.698704; 13.263171; -4.114839; 4.168432)";"(0.898943; 0.998267; 0.127181; 0.903210; 1.000000; 1.000000; 0.999988; 1.000000; 0.001484; 0.087806; 0.000024; 0.001557; 0.998826; 0.999982; 0.932787; 0.998892)";0.0479934156359
2772;"(2.185954; -8.699550; 13.264435; -4.115272; 4.168861)";"(0.898962; 0.998268; 0.127156; 0.903228; 1.000000; 1.000000; 0.999988; 1.000000; 0.001483; 0.087789; 0.000024; 0.001556; 0.998827; 0.999982; 0.932800; 0.998892)";0.0479751038639
2773;"(2.186166; -8.700396; 13.265699; -4.115705; 4.169290)";"(0.898981; 0.998269; 0.127131; 0.903247; 1.000000; 1.000000; 0.999988; 1.000000; 0.001483; 0.087772; 0.000024; 0.001555; 0.998828; 0.999982; 0.932812; 0.998893)";0.0479568052966
2774;"(2.186377; -8.701241; 13.266963; -4.116137; 4.169719)";"(0.899000; 0.998271; 0.127107; 0.903265; 1.000000; 1.000000; 0.999988; 1.000000; 0.001482; 0.087756; 0.000024; 0.001554; 0.998829; 0.999982; 0.932825; 0.998894)";0.04793851992
2775;"(2.186589; -8.702086; 13.268226; -4.116570; 4.170147)";"(0.899020; 0.998272; 0.127082; 0.903283; 1.000000; 1.000000; 0.999988; 1.000000; 0.001481; 0.087739; 0.000024; 0.001553; 0.998829; 0.999982; 0.932837; 0.998894)";0.0479202477203
2776;"(2.186800; -8.702931; 13.269489; -4.117002; 4.170576)";"(0.899039; 0.998273; 0.127057; 0.903302; 1.000000; 1.000000; 0.999988; 1.000000; 0.001480; 0.087723; 0.000024; 0.001552; 0.998830; 0.999982; 0.932849; 0.998895)";0.0479019886838
2777;"(2.187012; -8.703776; 13.270751; -4.117434; 4.171004)";"(0.899058; 0.998274; 0.127033; 0.903320; 1.000000; 1.000000; 0.999988; 1.000000; 0.001479; 0.087706; 0.000024; 0.001552; 0.998831; 0.999982; 0.932862; 0.998896)";0.0478837427965
2778;"(2.187223; -8.704620; 13.272013; -4.117866; 4.171432)";"(0.899077; 0.998275; 0.127008; 0.903338; 1.000000; 1.000000; 0.999988; 1.000000; 0.001478; 0.087690; 0.000024; 0.001551; 0.998831; 0.999982; 0.932874; 0.998897)";0.0478655100448
2779;"(2.187435; -8.705464; 13.273274; -4.118298; 4.171860)";"(0.899096; 0.998276; 0.126984; 0.903357; 1.000000; 1.000000; 0.999988; 1.000000; 0.001477; 0.087673; 0.000024; 0.001550; 0.998832; 0.999982; 0.932887; 0.998897)";0.0478472904149
2780;"(2.187646; -8.706307; 13.274535; -4.118730; 4.172288)";"(0.899115; 0.998277; 0.126959; 0.903375; 1.000000; 1.000000; 0.999988; 1.000000; 0.001476; 0.087657; 0.000024; 0.001549; 0.998833; 0.999982; 0.932899; 0.998898)";0.047829083893
2781;"(2.187857; -8.707150; 13.275796; -4.119161; 4.172715)";"(0.899135; 0.998278; 0.126935; 0.903393; 1.000000; 1.000000; 0.999988; 1.000000; 0.001475; 0.087641; 0.000024; 0.001548; 0.998834; 0.999982; 0.932912; 0.998899)";0.0478108904655
2782;"(2.188068; -8.707993; 13.277056; -4.119592; 4.173143)";"(0.899154; 0.998279; 0.126910; 0.903412; 1.000000; 1.000000; 0.999988; 1.000000; 0.001474; 0.087624; 0.000024; 0.001547; 0.998834; 0.999982; 0.932924; 0.998899)";0.0477927101185
2783;"(2.188279; -8.708836; 13.278315; -4.120024; 4.173570)";"(0.899173; 0.998280; 0.126886; 0.903430; 1.000000; 1.000000; 0.999988; 1.000000; 0.001473; 0.087608; 0.000024; 0.001546; 0.998835; 0.999982; 0.932937; 0.998900)";0.0477745428385
2784;"(2.188490; -8.709678; 13.279574; -4.120455; 4.173997)";"(0.899192; 0.998282; 0.126861; 0.903448; 1.000000; 1.000000; 0.999988; 1.000000; 0.001472; 0.087591; 0.000024; 0.001545; 0.998836; 0.999982; 0.932949; 0.998901)";0.0477563886118
2785;"(2.188701; -8.710520; 13.280833; -4.120885; 4.174424)";"(0.899211; 0.998283; 0.126837; 0.903466; 1.000000; 1.000000; 0.999988; 1.000000; 0.001471; 0.087575; 0.000024; 0.001544; 0.998837; 0.999982; 0.932961; 0.998901)";0.0477382474247
2786;"(2.188912; -8.711362; 13.282091; -4.121316; 4.174851)";"(0.899230; 0.998284; 0.126812; 0.903485; 1.000000; 1.000000; 0.999988; 1.000000; 0.001470; 0.087558; 0.000024; 0.001543; 0.998837; 0.999982; 0.932974; 0.998902)";0.0477201192636
2787;"(2.189122; -8.712204; 13.283349; -4.121747; 4.175277)";"(0.899249; 0.998285; 0.126788; 0.903503; 1.000000; 1.000000; 0.999988; 1.000000; 0.001469; 0.087542; 0.000024; 0.001542; 0.998838; 0.999982; 0.932986; 0.998903)";0.0477020041149
2788;"(2.189333; -8.713045; 13.284606; -4.122177; 4.175704)";"(0.899268; 0.998286; 0.126763; 0.903521; 1.000000; 1.000000; 0.999988; 1.000000; 0.001469; 0.087526; 0.000024; 0.001541; 0.998839; 0.999982; 0.932999; 0.998903)";0.047683901965
2789;"(2.189544; -8.713885; 13.285863; -4.122607; 4.176130)";"(0.899288; 0.998287; 0.126739; 0.903539; 1.000000; 1.000000; 0.999988; 1.000000; 0.001468; 0.087509; 0.000024; 0.001540; 0.998840; 0.999982; 0.933011; 0.998904)";0.0476658128003
2790;"(2.189754; -8.714726; 13.287119; -4.123037; 4.176557)";"(0.899307; 0.998288; 0.126714; 0.903557; 1.000000; 1.000000; 0.999988; 1.000000; 0.001467; 0.087493; 0.000024; 0.001539; 0.998840; 0.999982; 0.933023; 0.998905)";0.0476477366073
2791;"(2.189964; -8.715566; 13.288375; -4.123467; 4.176983)";"(0.899326; 0.998289; 0.126690; 0.903576; 1.000000; 1.000000; 0.999988; 1.000000; 0.001466; 0.087476; 0.000024; 0.001538; 0.998841; 0.999982; 0.933036; 0.998905)";0.0476296733725
2792;"(2.190175; -8.716406; 13.289631; -4.123897; 4.177409)";"(0.899345; 0.998290; 0.126666; 0.903594; 1.000000; 1.000000; 0.999988; 1.000000; 0.001465; 0.087460; 0.000024; 0.001537; 0.998842; 0.999982; 0.933048; 0.998906)";0.0476116230823
2793;"(2.190385; -8.717246; 13.290886; -4.124326; 4.177834)";"(0.899364; 0.998291; 0.126641; 0.903612; 1.000000; 1.000000; 0.999988; 1.000000; 0.001464; 0.087444; 0.000024; 0.001536; 0.998842; 0.999982; 0.933060; 0.998907)";0.0475935857232
2794;"(2.190595; -8.718085; 13.292140; -4.124756; 4.178260)";"(0.899383; 0.998292; 0.126617; 0.903630; 1.000000; 1.000000; 0.999988; 1.000000; 0.001463; 0.087427; 0.000024; 0.001535; 0.998843; 0.999982; 0.933073; 0.998907)";0.0475755612818
2795;"(2.190805; -8.718924; 13.293395; -4.125185; 4.178685)";"(0.899402; 0.998293; 0.126592; 0.903648; 1.000000; 1.000000; 0.999988; 1.000000; 0.001462; 0.087411; 0.000024; 0.001534; 0.998844; 0.999982; 0.933085; 0.998908)";0.0475575497445
2796;"(2.191015; -8.719763; 13.294648; -4.125614; 4.179111)";"(0.899421; 0.998295; 0.126568; 0.903666; 1.000000; 1.000000; 0.999988; 1.000000; 0.001461; 0.087395; 0.000024; 0.001533; 0.998845; 0.999982; 0.933097; 0.998909)";0.0475395510981
2797;"(2.191225; -8.720601; 13.295902; -4.126043; 4.179536)";"(0.899440; 0.998296; 0.126544; 0.903684; 1.000000; 1.000000; 0.999988; 1.000000; 0.001460; 0.087378; 0.000023; 0.001532; 0.998845; 0.999982; 0.933110; 0.998909)";0.0475215653289
2798;"(2.191435; -8.721439; 13.297154; -4.126472; 4.179961)";"(0.899459; 0.998297; 0.126519; 0.903703; 1.000000; 1.000000; 0.999988; 1.000000; 0.001459; 0.087362; 0.000023; 0.001531; 0.998846; 0.999982; 0.933122; 0.998910)";0.0475035924237
2799;"(2.191645; -8.722277; 13.298407; -4.126901; 4.180386)";"(0.899478; 0.998298; 0.126495; 0.903721; 1.000000; 1.000000; 0.999988; 1.000000; 0.001458; 0.087346; 0.000023; 0.001530; 0.998847; 0.999982; 0.933134; 0.998911)";0.047485632369
2800;"(2.191855; -8.723115; 13.299659; -4.127329; 4.180810)";"(0.899497; 0.998299; 0.126471; 0.903739; 1.000000; 1.000000; 0.999988; 1.000000; 0.001457; 0.087329; 0.000023; 0.001529; 0.998847; 0.999982; 0.933147; 0.998912)";0.0474676851515
2801;"(2.192064; -8.723952; 13.300910; -4.127758; 4.181235)";"(0.899516; 0.998300; 0.126447; 0.903757; 1.000000; 1.000000; 0.999988; 1.000000; 0.001457; 0.087313; 0.000023; 0.001528; 0.998848; 0.999982; 0.933159; 0.998912)";0.0474497507578
2802;"(2.192274; -8.724789; 13.302161; -4.128186; 4.181659)";"(0.899535; 0.998301; 0.126422; 0.903775; 1.000000; 1.000000; 0.999988; 1.000000; 0.001456; 0.087297; 0.000023; 0.001527; 0.998849; 0.999982; 0.933171; 0.998913)";0.0474318291746
2803;"(2.192483; -8.725626; 13.303412; -4.128614; 4.182083)";"(0.899554; 0.998302; 0.126398; 0.903793; 1.000000; 1.000000; 0.999988; 1.000000; 0.001455; 0.087281; 0.000023; 0.001526; 0.998850; 0.999982; 0.933184; 0.998914)";0.0474139203885
2804;"(2.192693; -8.726462; 13.304662; -4.129042; 4.182507)";"(0.899572; 0.998303; 0.126374; 0.903811; 1.000000; 1.000000; 0.999988; 1.000000; 0.001454; 0.087264; 0.000023; 0.001525; 0.998850; 0.999982; 0.933196; 0.998914)";0.0473960243864
2805;"(2.192902; -8.727298; 13.305912; -4.129469; 4.182931)";"(0.899591; 0.998304; 0.126350; 0.903829; 1.000000; 1.000000; 0.999988; 1.000000; 0.001453; 0.087248; 0.000023; 0.001524; 0.998851; 0.999982; 0.933208; 0.998915)";0.0473781411548
2806;"(2.193111; -8.728134; 13.307161; -4.129897; 4.183355)";"(0.899610; 0.998305; 0.126325; 0.903847; 1.000000; 1.000000; 0.999988; 1.000000; 0.001452; 0.087232; 0.000023; 0.001523; 0.998852; 0.999982; 0.933221; 0.998916)";0.0473602706806
2807;"(2.193321; -8.728969; 13.308410; -4.130324; 4.183779)";"(0.899629; 0.998306; 0.126301; 0.903865; 1.000000; 1.000000; 0.999988; 1.000000; 0.001451; 0.087216; 0.000023; 0.001522; 0.998852; 0.999982; 0.933233; 0.998916)";0.0473424129504
2808;"(2.193530; -8.729804; 13.309658; -4.130752; 4.184202)";"(0.899648; 0.998307; 0.126277; 0.903883; 1.000000; 1.000000; 0.999988; 1.000000; 0.001450; 0.087199; 0.000023; 0.001521; 0.998853; 0.999983; 0.933245; 0.998917)";0.0473245679511
2809;"(2.193739; -8.730639; 13.310906; -4.131179; 4.184625)";"(0.899667; 0.998309; 0.126253; 0.903901; 1.000000; 1.000000; 0.999988; 1.000000; 0.001449; 0.087183; 0.000023; 0.001520; 0.998854; 0.999983; 0.933257; 0.998918)";0.0473067356695
2810;"(2.193948; -8.731474; 13.312153; -4.131606; 4.185049)";"(0.899686; 0.998310; 0.126229; 0.903919; 1.000000; 1.000000; 0.999988; 1.000000; 0.001448; 0.087167; 0.000023; 0.001520; 0.998855; 0.999983; 0.933270; 0.998918)";0.0472889160924
2811;"(2.194157; -8.732308; 13.313400; -4.132032; 4.185472)";"(0.899705; 0.998311; 0.126205; 0.903937; 1.000000; 1.000000; 0.999989; 1.000000; 0.001447; 0.087151; 0.000023; 0.001519; 0.998855; 0.999983; 0.933282; 0.998919)";0.0472711092065
2812;"(2.194366; -8.733142; 13.314647; -4.132459; 4.185894)";"(0.899724; 0.998312; 0.126180; 0.903955; 1.000000; 1.000000; 0.999989; 1.000000; 0.001447; 0.087134; 0.000023; 0.001518; 0.998856; 0.999983; 0.933294; 0.998920)";0.0472533149988
2813;"(2.194574; -8.733976; 13.315893; -4.132886; 4.186317)";"(0.899742; 0.998313; 0.126156; 0.903973; 1.000000; 1.000000; 0.999989; 1.000000; 0.001446; 0.087118; 0.000023; 0.001517; 0.998857; 0.999983; 0.933306; 0.998920)";0.0472355334562
2814;"(2.194783; -8.734809; 13.317139; -4.133312; 4.186740)";"(0.899761; 0.998314; 0.126132; 0.903991; 1.000000; 1.000000; 0.999989; 1.000000; 0.001445; 0.087102; 0.000023; 0.001516; 0.998857; 0.999983; 0.933319; 0.998921)";0.0472177645654
2815;"(2.194992; -8.735642; 13.318384; -4.133738; 4.187162)";"(0.899780; 0.998315; 0.126108; 0.904009; 1.000000; 1.000000; 0.999989; 1.000000; 0.001444; 0.087086; 0.000023; 0.001515; 0.998858; 0.999983; 0.933331; 0.998922)";0.0472000083134
2816;"(2.195200; -8.736475; 13.319629; -4.134164; 4.187584)";"(0.899799; 0.998316; 0.126084; 0.904027; 1.000000; 1.000000; 0.999989; 1.000000; 0.001443; 0.087070; 0.000023; 0.001514; 0.998859; 0.999983; 0.933343; 0.998922)";0.0471822646871
2817;"(2.195409; -8.737308; 13.320873; -4.134590; 4.188006)";"(0.899818; 0.998317; 0.126060; 0.904045; 1.000000; 1.000000; 0.999989; 1.000000; 0.001442; 0.087054; 0.000023; 0.001513; 0.998860; 0.999983; 0.933355; 0.998923)";0.0471645336735
2818;"(2.195617; -8.738140; 13.322117; -4.135016; 4.188428)";"(0.899836; 0.998318; 0.126036; 0.904063; 1.000000; 1.000000; 0.999989; 1.000000; 0.001441; 0.087037; 0.000023; 0.001512; 0.998860; 0.999983; 0.933367; 0.998924)";0.0471468152595
2819;"(2.195825; -8.738972; 13.323361; -4.135441; 4.188850)";"(0.899855; 0.998319; 0.126012; 0.904081; 1.000000; 1.000000; 0.999989; 1.000000; 0.001440; 0.087021; 0.000023; 0.001511; 0.998861; 0.999983; 0.933380; 0.998924)";0.047129109432
2820;"(2.196033; -8.739803; 13.324604; -4.135867; 4.189272)";"(0.899874; 0.998320; 0.125988; 0.904099; 1.000000; 1.000000; 0.999989; 1.000000; 0.001439; 0.087005; 0.000023; 0.001510; 0.998862; 0.999983; 0.933392; 0.998925)";0.0471114161782
2821;"(2.196242; -8.740635; 13.325847; -4.136292; 4.189693)";"(0.899893; 0.998321; 0.125964; 0.904117; 1.000000; 1.000000; 0.999989; 1.000000; 0.001438; 0.086989; 0.000023; 0.001509; 0.998862; 0.999983; 0.933404; 0.998926)";0.0470937354849
2822;"(2.196450; -8.741466; 13.327089; -4.136717; 4.190115)";"(0.899912; 0.998322; 0.125940; 0.904134; 1.000000; 1.000000; 0.999989; 1.000000; 0.001438; 0.086973; 0.000023; 0.001508; 0.998863; 0.999983; 0.933416; 0.998926)";0.0470760673392
2823;"(2.196658; -8.742296; 13.328331; -4.137142; 4.190536)";"(0.899930; 0.998323; 0.125916; 0.904152; 1.000000; 1.000000; 0.999989; 1.000000; 0.001437; 0.086957; 0.000023; 0.001507; 0.998864; 0.999983; 0.933428; 0.998927)";0.0470584117281
2824;"(2.196866; -8.743127; 13.329572; -4.137567; 4.190957)";"(0.899949; 0.998324; 0.125892; 0.904170; 1.000000; 1.000000; 0.999989; 1.000000; 0.001436; 0.086941; 0.000023; 0.001506; 0.998865; 0.999983; 0.933440; 0.998928)";0.0470407686387
2825;"(2.197074; -8.743957; 13.330813; -4.137992; 4.191378)";"(0.899968; 0.998325; 0.125868; 0.904188; 1.000000; 1.000000; 0.999989; 1.000000; 0.001435; 0.086925; 0.000023; 0.001505; 0.998865; 0.999983; 0.933453; 0.998928)";0.0470231380581
2826;"(2.197281; -8.744787; 13.332053; -4.138416; 4.191798)";"(0.899986; 0.998326; 0.125844; 0.904206; 1.000000; 1.000000; 0.999989; 1.000000; 0.001434; 0.086909; 0.000023; 0.001504; 0.998866; 0.999983; 0.933465; 0.998929)";0.0470055199734
2827;"(2.197489; -8.745616; 13.333293; -4.138840; 4.192219)";"(0.900005; 0.998328; 0.125820; 0.904224; 1.000000; 1.000000; 0.999989; 1.000000; 0.001433; 0.086893; 0.000023; 0.001503; 0.998867; 0.999983; 0.933477; 0.998929)";0.0469879143716
2828;"(2.197697; -8.746446; 13.334533; -4.139265; 4.192639)";"(0.900024; 0.998329; 0.125796; 0.904242; 1.000000; 1.000000; 0.999989; 1.000000; 0.001432; 0.086876; 0.000023; 0.001503; 0.998867; 0.999983; 0.933489; 0.998930)";0.04697032124
2829;"(2.197904; -8.747275; 13.335772; -4.139689; 4.193060)";"(0.900042; 0.998330; 0.125772; 0.904259; 1.000000; 1.000000; 0.999989; 1.000000; 0.001431; 0.086860; 0.000023; 0.001502; 0.998868; 0.999983; 0.933501; 0.998931)";0.0469527405656
2830;"(2.198112; -8.748103; 13.337011; -4.140113; 4.193480)";"(0.900061; 0.998331; 0.125748; 0.904277; 1.000000; 1.000000; 0.999989; 1.000000; 0.001430; 0.086844; 0.000023; 0.001501; 0.998869; 0.999983; 0.933513; 0.998931)";0.0469351723356
2831;"(2.198319; -8.748932; 13.338249; -4.140536; 4.193900)";"(0.900080; 0.998332; 0.125724; 0.904295; 1.000000; 1.000000; 0.999989; 1.000000; 0.001430; 0.086828; 0.000023; 0.001500; 0.998869; 0.999983; 0.933525; 0.998932)";0.0469176165372
2832;"(2.198527; -8.749760; 13.339487; -4.140960; 4.194320)";"(0.900098; 0.998333; 0.125700; 0.904313; 1.000000; 1.000000; 0.999989; 1.000000; 0.001429; 0.086812; 0.000023; 0.001499; 0.998870; 0.999983; 0.933538; 0.998933)";0.0469000731576
2833;"(2.198734; -8.750588; 13.340724; -4.141383; 4.194739)";"(0.900117; 0.998334; 0.125677; 0.904331; 1.000000; 1.000000; 0.999989; 1.000000; 0.001428; 0.086796; 0.000023; 0.001498; 0.998871; 0.999983; 0.933550; 0.998933)";0.046882542184
2834;"(2.198941; -8.751415; 13.341961; -4.141807; 4.195159)";"(0.900136; 0.998335; 0.125653; 0.904348; 1.000000; 1.000000; 0.999989; 1.000000; 0.001427; 0.086780; 0.000023; 0.001497; 0.998872; 0.999983; 0.933562; 0.998934)";0.0468650236036
2835;"(2.199148; -8.752242; 13.343198; -4.142230; 4.195578)";"(0.900154; 0.998336; 0.125629; 0.904366; 1.000000; 1.000000; 0.999989; 1.000000; 0.001426; 0.086764; 0.000023; 0.001496; 0.998872; 0.999983; 0.933574; 0.998935)";0.0468475174038
2836;"(2.199355; -8.753069; 13.344434; -4.142653; 4.195998)";"(0.900173; 0.998337; 0.125605; 0.904384; 1.000000; 1.000000; 0.999989; 1.000000; 0.001425; 0.086748; 0.000023; 0.001495; 0.998873; 0.999983; 0.933586; 0.998935)";0.0468300235717
2837;"(2.199562; -8.753896; 13.345669; -4.143076; 4.196417)";"(0.900192; 0.998338; 0.125581; 0.904402; 1.000000; 1.000000; 0.999989; 1.000000; 0.001424; 0.086732; 0.000023; 0.001494; 0.998874; 0.999983; 0.933598; 0.998936)";0.0468125420946
2838;"(2.199769; -8.754722; 13.346905; -4.143498; 4.196836)";"(0.900210; 0.998339; 0.125557; 0.904419; 1.000000; 1.000000; 0.999989; 1.000000; 0.001423; 0.086716; 0.000022; 0.001493; 0.998874; 0.999983; 0.933610; 0.998937)";0.0467950729599
2839;"(2.199976; -8.755548; 13.348139; -4.143921; 4.197254)";"(0.900229; 0.998340; 0.125534; 0.904437; 1.000000; 1.000000; 0.999989; 1.000000; 0.001422; 0.086700; 0.000022; 0.001492; 0.998875; 0.999983; 0.933622; 0.998937)";0.0467776161548
2840;"(2.200183; -8.756374; 13.349374; -4.144343; 4.197673)";"(0.900247; 0.998341; 0.125510; 0.904455; 1.000000; 1.000000; 0.999989; 1.000000; 0.001422; 0.086684; 0.000022; 0.001491; 0.998876; 0.999983; 0.933634; 0.998938)";0.0467601716667
2841;"(2.200390; -8.757199; 13.350608; -4.144765; 4.198092)";"(0.900266; 0.998342; 0.125486; 0.904473; 1.000000; 1.000000; 0.999989; 1.000000; 0.001421; 0.086668; 0.000022; 0.001490; 0.998876; 0.999983; 0.933646; 0.998939)";0.046742739483
2842;"(2.200596; -8.758025; 13.351841; -4.145187; 4.198510)";"(0.900284; 0.998343; 0.125462; 0.904490; 1.000000; 1.000000; 0.999989; 1.000000; 0.001420; 0.086652; 0.000022; 0.001490; 0.998877; 0.999983; 0.933658; 0.998939)";0.046725319591
2843;"(2.200803; -8.758850; 13.353074; -4.145609; 4.198928)";"(0.900303; 0.998344; 0.125439; 0.904508; 1.000000; 1.000000; 0.999989; 1.000000; 0.001419; 0.086636; 0.000022; 0.001489; 0.998878; 0.999983; 0.933670; 0.998940)";0.0467079119781
2844;"(2.201009; -8.759674; 13.354307; -4.146031; 4.199346)";"(0.900322; 0.998345; 0.125415; 0.904526; 1.000000; 1.000000; 0.999989; 1.000000; 0.001418; 0.086621; 0.000022; 0.001488; 0.998878; 0.999983; 0.933682; 0.998941)";0.0466905166316
2845;"(2.201216; -8.760498; 13.355539; -4.146453; 4.199764)";"(0.900340; 0.998346; 0.125391; 0.904543; 1.000000; 1.000000; 0.999989; 1.000000; 0.001417; 0.086605; 0.000022; 0.001487; 0.998879; 0.999983; 0.933694; 0.998941)";0.0466731335392
2846;"(2.201422; -8.761322; 13.356771; -4.146874; 4.200182)";"(0.900359; 0.998347; 0.125367; 0.904561; 1.000000; 1.000000; 0.999989; 1.000000; 0.001416; 0.086589; 0.000022; 0.001486; 0.998880; 0.999983; 0.933707; 0.998942)";0.046655762688
2847;"(2.201628; -8.762146; 13.358002; -4.147296; 4.200600)";"(0.900377; 0.998348; 0.125344; 0.904579; 1.000000; 1.000000; 0.999989; 1.000000; 0.001415; 0.086573; 0.000022; 0.001485; 0.998881; 0.999983; 0.933719; 0.998942)";0.0466384040657
2848;"(2.201834; -8.762970; 13.359233; -4.147717; 4.201017)";"(0.900396; 0.998349; 0.125320; 0.904596; 1.000000; 1.000000; 0.999989; 1.000000; 0.001415; 0.086557; 0.000022; 0.001484; 0.998881; 0.999983; 0.933731; 0.998943)";0.0466210576597
2849;"(2.202041; -8.763793; 13.360463; -4.148138; 4.201434)";"(0.900414; 0.998350; 0.125296; 0.904614; 1.000000; 1.000000; 0.999989; 1.000000; 0.001414; 0.086541; 0.000022; 0.001483; 0.998882; 0.999983; 0.933743; 0.998944)";0.0466037234574
2850;"(2.202247; -8.764616; 13.361693; -4.148559; 4.201851)";"(0.900433; 0.998351; 0.125273; 0.904632; 1.000000; 1.000000; 0.999989; 1.000000; 0.001413; 0.086525; 0.000022; 0.001482; 0.998883; 0.999983; 0.933755; 0.998944)";0.0465864014464
2851;"(2.202453; -8.765438; 13.362923; -4.148979; 4.202268)";"(0.900451; 0.998352; 0.125249; 0.904649; 1.000000; 1.000000; 0.999989; 1.000000; 0.001412; 0.086509; 0.000022; 0.001481; 0.998883; 0.999983; 0.933767; 0.998945)";0.0465690916142
2852;"(2.202658; -8.766261; 13.364152; -4.149400; 4.202685)";"(0.900470; 0.998353; 0.125226; 0.904667; 1.000000; 1.000000; 0.999989; 1.000000; 0.001411; 0.086493; 0.000022; 0.001480; 0.998884; 0.999983; 0.933779; 0.998946)";0.0465517939483
2853;"(2.202864; -8.767083; 13.365381; -4.149820; 4.203102)";"(0.900488; 0.998354; 0.125202; 0.904684; 1.000000; 1.000000; 0.999989; 1.000000; 0.001410; 0.086478; 0.000022; 0.001479; 0.998885; 0.999983; 0.933791; 0.998946)";0.0465345084363
2854;"(2.203070; -8.767904; 13.366609; -4.150241; 4.203519)";"(0.900506; 0.998355; 0.125178; 0.904702; 1.000000; 1.000000; 0.999989; 1.000000; 0.001409; 0.086462; 0.000022; 0.001479; 0.998885; 0.999983; 0.933803; 0.998947)";0.0465172350658
2855;"(2.203276; -8.768726; 13.367837; -4.150661; 4.203935)";"(0.900525; 0.998356; 0.125155; 0.904720; 1.000000; 1.000000; 0.999989; 1.000000; 0.001409; 0.086446; 0.000022; 0.001478; 0.998886; 0.999983; 0.933814; 0.998948)";0.0464999738243
2856;"(2.203481; -8.769547; 13.369065; -4.151081; 4.204351)";"(0.900543; 0.998357; 0.125131; 0.904737; 1.000000; 1.000000; 0.999989; 1.000000; 0.001408; 0.086430; 0.000022; 0.001477; 0.998887; 0.999983; 0.933826; 0.998948)";0.0464827246994
2857;"(2.203687; -8.770368; 13.370292; -4.151501; 4.204768)";"(0.900562; 0.998359; 0.125108; 0.904755; 1.000000; 1.000000; 0.999989; 1.000000; 0.001407; 0.086414; 0.000022; 0.001476; 0.998887; 0.999983; 0.933838; 0.998949)";0.0464654876788
