epoch;W;Y;E
2858;"(2.203892; -8.771188; 13.371518; -4.151920; 4.205184)";"(0.900580; 0.998360; 0.125084; 0.904772; 1.000000; 1.000000; 0.999989; 1.000000; 0.001406; 0.086398; 0.000022; 0.001475; 0.998888; 0.999983; 0.933850; 0.998950)";0.0464482627501
2859;"(2.204098; -8.772009; 13.372744; -4.152340; 4.205599)";"(0.900598; 0.998361; 0.125060; 0.904790; 1.000000; 1.000000; 0.999989; 1.000000; 0.001405; 0.086383; 0.000022; 0.001474; 0.998889; 0.999983; 0.933862; 0.998950)";0.046431049901
2860;"(2.204303; -8.772829; 13.373970; -4.152759; 4.206015)";"(0.900617; 0.998362; 0.125037; 0.904807; 1.000000; 1.000000; 0.999989; 1.000000; 0.001404; 0.086367; 0.000022; 0.001473; 0.998889; 0.999983; 0.933874; 0.998951)";0.0464138491191
2861;"(2.204508; -8.773648; 13.375195; -4.153178; 4.206431)";"(0.900635; 0.998363; 0.125013; 0.904825; 1.000000; 1.000000; 0.999989; 1.000000; 0.001403; 0.086351; 0.000022; 0.001472; 0.998890; 0.999983; 0.933886; 0.998951)";0.046396660392
2862;"(2.204713; -8.774468; 13.376420; -4.153598; 4.206846)";"(0.900654; 0.998364; 0.124990; 0.904842; 1.000000; 1.000000; 0.999989; 1.000000; 0.001402; 0.086335; 0.000022; 0.001471; 0.998891; 0.999983; 0.933898; 0.998952)";0.0463794837077
2863;"(2.204919; -8.775287; 13.377645; -4.154016; 4.207261)";"(0.900672; 0.998365; 0.124966; 0.904860; 1.000000; 1.000000; 0.999989; 1.000000; 0.001402; 0.086319; 0.000022; 0.001470; 0.998891; 0.999983; 0.933910; 0.998953)";0.0463623190536
2864;"(2.205124; -8.776106; 13.378869; -4.154435; 4.207676)";"(0.900690; 0.998366; 0.124943; 0.904877; 1.000000; 1.000000; 0.999989; 1.000000; 0.001401; 0.086304; 0.000022; 0.001469; 0.998892; 0.999983; 0.933922; 0.998953)";0.0463451664176
2865;"(2.205329; -8.776924; 13.380092; -4.154854; 4.208091)";"(0.900709; 0.998367; 0.124919; 0.904895; 1.000000; 1.000000; 0.999989; 1.000000; 0.001400; 0.086288; 0.000022; 0.001469; 0.998893; 0.999984; 0.933934; 0.998954)";0.0463280257874
2866;"(2.205533; -8.777743; 13.381316; -4.155272; 4.208506)";"(0.900727; 0.998368; 0.124896; 0.904912; 1.000000; 1.000000; 0.999989; 1.000000; 0.001399; 0.086272; 0.000022; 0.001468; 0.998893; 0.999984; 0.933946; 0.998955)";0.0463108971508
2867;"(2.205738; -8.778561; 13.382538; -4.155691; 4.208921)";"(0.900745; 0.998369; 0.124873; 0.904930; 1.000000; 1.000000; 0.999989; 1.000000; 0.001398; 0.086256; 0.000022; 0.001467; 0.998894; 0.999984; 0.933958; 0.998955)";0.0462937804956
2868;"(2.205943; -8.779378; 13.383761; -4.156109; 4.209335)";"(0.900764; 0.998370; 0.124849; 0.904947; 1.000000; 1.000000; 0.999989; 1.000000; 0.001397; 0.086241; 0.000022; 0.001466; 0.998895; 0.999984; 0.933970; 0.998956)";0.0462766758095
2869;"(2.206148; -8.780196; 13.384983; -4.156527; 4.209750)";"(0.900782; 0.998371; 0.124826; 0.904965; 1.000000; 1.000000; 0.999989; 1.000000; 0.001396; 0.086225; 0.000022; 0.001465; 0.998896; 0.999984; 0.933981; 0.998957)";0.0462595830804
2870;"(2.206352; -8.781013; 13.386204; -4.156945; 4.210164)";"(0.900800; 0.998372; 0.124802; 0.904982; 1.000000; 1.000000; 0.999989; 1.000000; 0.001396; 0.086209; 0.000022; 0.001464; 0.998896; 0.999984; 0.933993; 0.998957)";0.0462425022962
2871;"(2.206557; -8.781830; 13.387425; -4.157363; 4.210578)";"(0.900819; 0.998373; 0.124779; 0.905000; 1.000000; 1.000000; 0.999989; 1.000000; 0.001395; 0.086193; 0.000022; 0.001463; 0.998897; 0.999984; 0.934005; 0.998958)";0.0462254334446
2872;"(2.206761; -8.782646; 13.388646; -4.157780; 4.210992)";"(0.900837; 0.998374; 0.124755; 0.905017; 1.000000; 1.000000; 0.999989; 1.000000; 0.001394; 0.086178; 0.000022; 0.001462; 0.998898; 0.999984; 0.934017; 0.998958)";0.0462083765136
2873;"(2.206966; -8.783463; 13.389866; -4.158198; 4.211406)";"(0.900855; 0.998375; 0.124732; 0.905035; 1.000000; 1.000000; 0.999989; 1.000000; 0.001393; 0.086162; 0.000022; 0.001461; 0.998898; 0.999984; 0.934029; 0.998959)";0.0461913314909
2874;"(2.207170; -8.784279; 13.391086; -4.158615; 4.211820)";"(0.900873; 0.998376; 0.124709; 0.905052; 1.000000; 1.000000; 0.999989; 1.000000; 0.001392; 0.086146; 0.000022; 0.001460; 0.998899; 0.999984; 0.934041; 0.998960)";0.0461742983646
2875;"(2.207374; -8.785094; 13.392305; -4.159032; 4.212233)";"(0.900892; 0.998377; 0.124685; 0.905069; 1.000000; 1.000000; 0.999989; 1.000000; 0.001391; 0.086131; 0.000022; 0.001460; 0.998900; 0.999984; 0.934053; 0.998960)";0.0461572771225
2876;"(2.207579; -8.785910; 13.393524; -4.159449; 4.212646)";"(0.900910; 0.998378; 0.124662; 0.905087; 1.000000; 1.000000; 0.999989; 1.000000; 0.001391; 0.086115; 0.000022; 0.001459; 0.998900; 0.999984; 0.934065; 0.998961)";0.0461402677526
2877;"(2.207783; -8.786725; 13.394743; -4.159866; 4.213060)";"(0.900928; 0.998379; 0.124639; 0.905104; 1.000000; 1.000000; 0.999989; 1.000000; 0.001390; 0.086099; 0.000022; 0.001458; 0.998901; 0.999984; 0.934076; 0.998962)";0.0461232702427
2878;"(2.207987; -8.787540; 13.395961; -4.160283; 4.213473)";"(0.900946; 0.998380; 0.124615; 0.905122; 1.000000; 1.000000; 0.999989; 1.000000; 0.001389; 0.086084; 0.000022; 0.001457; 0.998902; 0.999984; 0.934088; 0.998962)";0.046106284581
2879;"(2.208191; -8.788354; 13.397178; -4.160699; 4.213886)";"(0.900964; 0.998381; 0.124592; 0.905139; 1.000000; 1.000000; 0.999989; 1.000000; 0.001388; 0.086068; 0.000022; 0.001456; 0.998902; 0.999984; 0.934100; 0.998963)";0.0460893107552
2880;"(2.208395; -8.789169; 13.398396; -4.161116; 4.214298)";"(0.900983; 0.998382; 0.124569; 0.905156; 1.000000; 1.000000; 0.999989; 1.000000; 0.001387; 0.086052; 0.000022; 0.001455; 0.998903; 0.999984; 0.934112; 0.998963)";0.0460723487535
2881;"(2.208598; -8.789983; 13.399612; -4.161532; 4.214711)";"(0.901001; 0.998383; 0.124546; 0.905174; 1.000000; 1.000000; 0.999989; 1.000000; 0.001386; 0.086037; 0.000022; 0.001454; 0.998904; 0.999984; 0.934124; 0.998964)";0.0460553985639
2882;"(2.208802; -8.790796; 13.400829; -4.161948; 4.215124)";"(0.901019; 0.998384; 0.124522; 0.905191; 1.000000; 1.000000; 0.999989; 1.000000; 0.001385; 0.086021; 0.000021; 0.001453; 0.998904; 0.999984; 0.934136; 0.998965)";0.0460384601743
2883;"(2.209006; -8.791610; 13.402045; -4.162364; 4.215536)";"(0.901037; 0.998385; 0.124499; 0.905208; 1.000000; 1.000000; 0.999989; 1.000000; 0.001385; 0.086005; 0.000021; 0.001452; 0.998905; 0.999984; 0.934147; 0.998965)";0.0460215335728
2884;"(2.209209; -8.792423; 13.403260; -4.162780; 4.215948)";"(0.901055; 0.998386; 0.124476; 0.905226; 1.000000; 1.000000; 0.999989; 1.000000; 0.001384; 0.085990; 0.000021; 0.001452; 0.998906; 0.999984; 0.934159; 0.998966)";0.0460046187475
2885;"(2.209413; -8.793236; 13.404475; -4.163196; 4.216360)";"(0.901073; 0.998387; 0.124453; 0.905243; 1.000000; 1.000000; 0.999989; 1.000000; 0.001383; 0.085974; 0.000021; 0.001451; 0.998906; 0.999984; 0.934171; 0.998967)";0.0459877156864
2886;"(2.209616; -8.794048; 13.405690; -4.163611; 4.216772)";"(0.901092; 0.998388; 0.124429; 0.905260; 1.000000; 1.000000; 0.999989; 1.000000; 0.001382; 0.085959; 0.000021; 0.001450; 0.998907; 0.999984; 0.934183; 0.998967)";0.0459708243777
2887;"(2.209820; -8.794861; 13.406904; -4.164027; 4.217184)";"(0.901110; 0.998389; 0.124406; 0.905278; 1.000000; 1.000000; 0.999989; 1.000000; 0.001381; 0.085943; 0.000021; 0.001449; 0.998908; 0.999984; 0.934194; 0.998968)";0.0459539448093
2888;"(2.210023; -8.795673; 13.408118; -4.164442; 4.217595)";"(0.901128; 0.998390; 0.124383; 0.905295; 1.000000; 1.000000; 0.999989; 1.000000; 0.001380; 0.085927; 0.000021; 0.001448; 0.998908; 0.999984; 0.934206; 0.998968)";0.0459370769696
2889;"(2.210226; -8.796485; 13.409332; -4.164857; 4.218007)";"(0.901146; 0.998391; 0.124360; 0.905312; 1.000000; 1.000000; 0.999989; 1.000000; 0.001380; 0.085912; 0.000021; 0.001447; 0.998909; 0.999984; 0.934218; 0.998969)";0.0459202208465
2890;"(2.210430; -8.797296; 13.410545; -4.165272; 4.218418)";"(0.901164; 0.998392; 0.124337; 0.905329; 1.000000; 1.000000; 0.999989; 1.000000; 0.001379; 0.085896; 0.000021; 0.001446; 0.998910; 0.999984; 0.934230; 0.998970)";0.0459033764283
2891;"(2.210633; -8.798107; 13.411757; -4.165687; 4.218830)";"(0.901182; 0.998393; 0.124314; 0.905347; 1.000000; 1.000000; 0.999989; 1.000000; 0.001378; 0.085881; 0.000021; 0.001445; 0.998910; 0.999984; 0.934242; 0.998970)";0.0458865437031
2892;"(2.210836; -8.798918; 13.412970; -4.166101; 4.219241)";"(0.901200; 0.998394; 0.124290; 0.905364; 1.000000; 1.000000; 0.999989; 1.000000; 0.001377; 0.085865; 0.000021; 0.001444; 0.998911; 0.999984; 0.934253; 0.998971)";0.045869722659
2893;"(2.211039; -8.799729; 13.414181; -4.166516; 4.219652)";"(0.901218; 0.998395; 0.124267; 0.905381; 1.000000; 1.000000; 0.999989; 1.000000; 0.001376; 0.085850; 0.000021; 0.001444; 0.998911; 0.999984; 0.934265; 0.998972)";0.0458529132844
2894;"(2.211242; -8.800539; 13.415393; -4.166930; 4.220062)";"(0.901236; 0.998395; 0.124244; 0.905399; 1.000000; 1.000000; 0.999989; 1.000000; 0.001375; 0.085834; 0.000021; 0.001443; 0.998912; 0.999984; 0.934277; 0.998972)";0.0458361155674
2895;"(2.211445; -8.801349; 13.416604; -4.167345; 4.220473)";"(0.901254; 0.998396; 0.124221; 0.905416; 1.000000; 1.000000; 0.999989; 1.000000; 0.001375; 0.085819; 0.000021; 0.001442; 0.998913; 0.999984; 0.934289; 0.998973)";0.0458193294962
2896;"(2.211647; -8.802159; 13.417814; -4.167759; 4.220883)";"(0.901273; 0.998397; 0.124198; 0.905433; 1.000000; 1.000000; 0.999989; 1.000000; 0.001374; 0.085803; 0.000021; 0.001441; 0.998913; 0.999984; 0.934300; 0.998973)";0.045802555059
2897;"(2.211850; -8.802969; 13.419024; -4.168173; 4.221294)";"(0.901291; 0.998398; 0.124175; 0.905450; 1.000000; 1.000000; 0.999989; 1.000000; 0.001373; 0.085788; 0.000021; 0.001440; 0.998914; 0.999984; 0.934312; 0.998974)";0.0457857922442
2898;"(2.212053; -8.803778; 13.420234; -4.168586; 4.221704)";"(0.901309; 0.998399; 0.124152; 0.905467; 1.000000; 1.000000; 0.999989; 1.000000; 0.001372; 0.085772; 0.000021; 0.001439; 0.998915; 0.999984; 0.934324; 0.998975)";0.0457690410401
2899;"(2.212255; -8.804587; 13.421443; -4.169000; 4.222114)";"(0.901327; 0.998400; 0.124129; 0.905485; 1.000000; 1.000000; 0.999989; 1.000000; 0.001371; 0.085757; 0.000021; 0.001438; 0.998915; 0.999984; 0.934335; 0.998975)";0.0457523014348
2900;"(2.212458; -8.805396; 13.422652; -4.169414; 4.222524)";"(0.901345; 0.998401; 0.124106; 0.905502; 1.000000; 1.000000; 0.999989; 1.000000; 0.001370; 0.085741; 0.000021; 0.001437; 0.998916; 0.999984; 0.934347; 0.998976)";0.0457355734167
2901;"(2.212660; -8.806204; 13.423861; -4.169827; 4.222934)";"(0.901363; 0.998402; 0.124083; 0.905519; 1.000000; 1.000000; 0.999990; 1.000000; 0.001370; 0.085726; 0.000021; 0.001437; 0.998917; 0.999984; 0.934359; 0.998976)";0.0457188569742
2902;"(2.212862; -8.807012; 13.425069; -4.170240; 4.223343)";"(0.901381; 0.998403; 0.124060; 0.905536; 1.000000; 1.000000; 0.999990; 1.000000; 0.001369; 0.085710; 0.000021; 0.001436; 0.998917; 0.999984; 0.934371; 0.998977)";0.0457021520956
2903;"(2.213065; -8.807820; 13.426276; -4.170653; 4.223753)";"(0.901399; 0.998404; 0.124037; 0.905553; 1.000000; 1.000000; 0.999990; 1.000000; 0.001368; 0.085695; 0.000021; 0.001435; 0.998918; 0.999984; 0.934382; 0.998978)";0.0456854587691
2904;"(2.213267; -8.808627; 13.427483; -4.171066; 4.224162)";"(0.901417; 0.998405; 0.124014; 0.905570; 1.000000; 1.000000; 0.999990; 1.000000; 0.001367; 0.085679; 0.000021; 0.001434; 0.998919; 0.999984; 0.934394; 0.998978)";0.0456687769833
2905;"(2.213469; -8.809435; 13.428690; -4.171479; 4.224571)";"(0.901435; 0.998406; 0.123991; 0.905588; 1.000000; 1.000000; 0.999990; 1.000000; 0.001366; 0.085664; 0.000021; 0.001433; 0.998919; 0.999984; 0.934406; 0.998979)";0.0456521067265
2906;"(2.213671; -8.810242; 13.429897; -4.171892; 4.224980)";"(0.901453; 0.998407; 0.123968; 0.905605; 1.000000; 1.000000; 0.999990; 1.000000; 0.001365; 0.085648; 0.000021; 0.001432; 0.998920; 0.999984; 0.934417; 0.998979)";0.045635447987
2907;"(2.213873; -8.811049; 13.431103; -4.172304; 4.225389)";"(0.901470; 0.998408; 0.123945; 0.905622; 1.000000; 1.000000; 0.999990; 1.000000; 0.001365; 0.085633; 0.000021; 0.001431; 0.998921; 0.999984; 0.934429; 0.998980)";0.0456188007533
2908;"(2.214075; -8.811855; 13.432308; -4.172716; 4.225798)";"(0.901488; 0.998409; 0.123922; 0.905639; 1.000000; 1.000000; 0.999990; 1.000000; 0.001364; 0.085618; 0.000021; 0.001430; 0.998921; 0.999984; 0.934441; 0.998981)";0.0456021650139
2909;"(2.214277; -8.812661; 13.433513; -4.173129; 4.226207)";"(0.901506; 0.998410; 0.123899; 0.905656; 1.000000; 1.000000; 0.999990; 1.000000; 0.001363; 0.085602; 0.000021; 0.001430; 0.998922; 0.999984; 0.934452; 0.998981)";0.0455855407571
2910;"(2.214479; -8.813467; 13.434718; -4.173541; 4.226615)";"(0.901524; 0.998411; 0.123876; 0.905673; 1.000000; 1.000000; 0.999990; 1.000000; 0.001362; 0.085587; 0.000021; 0.001429; 0.998923; 0.999984; 0.934464; 0.998982)";0.0455689279714
2911;"(2.214680; -8.814273; 13.435922; -4.173953; 4.227024)";"(0.901542; 0.998412; 0.123853; 0.905690; 1.000000; 1.000000; 0.999990; 1.000000; 0.001361; 0.085571; 0.000021; 0.001428; 0.998923; 0.999984; 0.934476; 0.998983)";0.0455523266454
2912;"(2.214882; -8.815078; 13.437126; -4.174364; 4.227432)";"(0.901560; 0.998413; 0.123830; 0.905707; 1.000000; 1.000000; 0.999990; 1.000000; 0.001360; 0.085556; 0.000021; 0.001427; 0.998924; 0.999984; 0.934487; 0.998983)";0.0455357367674
2913;"(2.215084; -8.815883; 13.438330; -4.174776; 4.227840)";"(0.901578; 0.998414; 0.123807; 0.905724; 1.000000; 1.000000; 0.999990; 1.000000; 0.001360; 0.085541; 0.000021; 0.001426; 0.998925; 0.999984; 0.934499; 0.998984)";0.0455191583261
2914;"(2.215285; -8.816688; 13.439533; -4.175187; 4.228248)";"(0.901596; 0.998415; 0.123784; 0.905741; 1.000000; 1.000000; 0.999990; 1.000000; 0.001359; 0.085525; 0.000021; 0.001425; 0.998925; 0.999984; 0.934510; 0.998984)";0.0455025913098
2915;"(2.215487; -8.817492; 13.440735; -4.175599; 4.228656)";"(0.901614; 0.998416; 0.123761; 0.905759; 1.000000; 1.000000; 0.999990; 1.000000; 0.001358; 0.085510; 0.000021; 0.001424; 0.998926; 0.999984; 0.934522; 0.998985)";0.0454860357072
2916;"(2.215688; -8.818297; 13.441938; -4.176010; 4.229063)";"(0.901632; 0.998417; 0.123739; 0.905776; 1.000000; 1.000000; 0.999990; 1.000000; 0.001357; 0.085494; 0.000021; 0.001424; 0.998926; 0.999984; 0.934534; 0.998986)";0.0454694915068
2917;"(2.215889; -8.819101; 13.443139; -4.176421; 4.229471)";"(0.901649; 0.998418; 0.123716; 0.905793; 1.000000; 1.000000; 0.999990; 1.000000; 0.001356; 0.085479; 0.000021; 0.001423; 0.998927; 0.999984; 0.934545; 0.998986)";0.0454529586972
2918;"(2.216091; -8.819904; 13.444341; -4.176832; 4.229878)";"(0.901667; 0.998419; 0.123693; 0.905810; 1.000000; 1.000000; 0.999990; 1.000000; 0.001356; 0.085464; 0.000021; 0.001422; 0.998928; 0.999984; 0.934557; 0.998987)";0.0454364372669
2919;"(2.216292; -8.820708; 13.445542; -4.177243; 4.230285)";"(0.901685; 0.998420; 0.123670; 0.905827; 1.000000; 1.000000; 0.999990; 1.000000; 0.001355; 0.085448; 0.000021; 0.001421; 0.998928; 0.999984; 0.934568; 0.998987)";0.0454199272046
2920;"(2.216493; -8.821511; 13.446742; -4.177653; 4.230692)";"(0.901703; 0.998421; 0.123647; 0.905844; 1.000000; 1.000000; 0.999990; 1.000000; 0.001354; 0.085433; 0.000021; 0.001420; 0.998929; 0.999984; 0.934580; 0.998988)";0.0454034284988
2921;"(2.216694; -8.822314; 13.447943; -4.178064; 4.231099)";"(0.901721; 0.998422; 0.123624; 0.905861; 1.000000; 1.000000; 0.999990; 1.000000; 0.001353; 0.085418; 0.000021; 0.001419; 0.998930; 0.999984; 0.934592; 0.998989)";0.0453869411383
2922;"(2.216895; -8.823116; 13.449142; -4.178474; 4.231506)";"(0.901739; 0.998423; 0.123602; 0.905878; 1.000000; 1.000000; 0.999990; 1.000000; 0.001352; 0.085402; 0.000021; 0.001418; 0.998930; 0.999984; 0.934603; 0.998989)";0.0453704651115
2923;"(2.217096; -8.823919; 13.450342; -4.178884; 4.231913)";"(0.901756; 0.998424; 0.123579; 0.905895; 1.000000; 1.000000; 0.999990; 1.000000; 0.001351; 0.085387; 0.000021; 0.001418; 0.998931; 0.999984; 0.934615; 0.998990)";0.0453540004072
2924;"(2.217296; -8.824721; 13.451541; -4.179294; 4.232319)";"(0.901774; 0.998425; 0.123556; 0.905912; 1.000000; 1.000000; 0.999990; 1.000000; 0.001351; 0.085372; 0.000021; 0.001417; 0.998932; 0.999984; 0.934626; 0.998990)";0.0453375470141
2925;"(2.217497; -8.825522; 13.452739; -4.179704; 4.232726)";"(0.901792; 0.998425; 0.123533; 0.905929; 1.000000; 1.000000; 0.999990; 1.000000; 0.001350; 0.085357; 0.000021; 0.001416; 0.998932; 0.999984; 0.934638; 0.998991)";0.0453211049208
2926;"(2.217698; -8.826324; 13.453937; -4.180114; 4.233132)";"(0.901810; 0.998426; 0.123511; 0.905946; 1.000000; 1.000000; 0.999990; 1.000000; 0.001349; 0.085341; 0.000021; 0.001415; 0.998933; 0.999985; 0.934649; 0.998992)";0.045304674116
2927;"(2.217899; -8.827125; 13.455135; -4.180524; 4.233538)";"(0.901828; 0.998427; 0.123488; 0.905963; 1.000000; 1.000000; 0.999990; 1.000000; 0.001348; 0.085326; 0.000021; 0.001414; 0.998934; 0.999985; 0.934661; 0.998992)";0.0452882545885
2928;"(2.218099; -8.827926; 13.456332; -4.180933; 4.233944)";"(0.901845; 0.998428; 0.123465; 0.905980; 1.000000; 1.000000; 0.999990; 1.000000; 0.001347; 0.085311; 0.000021; 0.001413; 0.998934; 0.999985; 0.934673; 0.998993)";0.0452718463269
2929;"(2.218300; -8.828727; 13.457529; -4.181343; 4.234350)";"(0.901863; 0.998429; 0.123442; 0.905996; 1.000000; 1.000000; 0.999990; 1.000000; 0.001347; 0.085295; 0.000020; 0.001412; 0.998935; 0.999985; 0.934684; 0.998993)";0.0452554493201
2930;"(2.218500; -8.829527; 13.458726; -4.181752; 4.234755)";"(0.901881; 0.998430; 0.123420; 0.906013; 1.000000; 1.000000; 0.999990; 1.000000; 0.001346; 0.085280; 0.000020; 0.001412; 0.998935; 0.999985; 0.934696; 0.998994)";0.0452390635567
2931;"(2.218700; -8.830327; 13.459922; -4.182161; 4.235161)";"(0.901899; 0.998431; 0.123397; 0.906030; 1.000000; 1.000000; 0.999990; 1.000000; 0.001345; 0.085265; 0.000020; 0.001411; 0.998936; 0.999985; 0.934707; 0.998995)";0.0452226890256
2932;"(2.218901; -8.831127; 13.461117; -4.182570; 4.235566)";"(0.901916; 0.998432; 0.123374; 0.906047; 1.000000; 1.000000; 0.999990; 1.000000; 0.001344; 0.085250; 0.000020; 0.001410; 0.998937; 0.999985; 0.934719; 0.998995)";0.0452063257156
2933;"(2.219101; -8.831927; 13.462313; -4.182979; 4.235972)";"(0.901934; 0.998433; 0.123352; 0.906064; 1.000000; 1.000000; 0.999990; 1.000000; 0.001343; 0.085234; 0.000020; 0.001409; 0.998937; 0.999985; 0.934730; 0.998996)";0.0451899736154
2934;"(2.219301; -8.832726; 13.463508; -4.183387; 4.236377)";"(0.901952; 0.998434; 0.123329; 0.906081; 1.000000; 1.000000; 0.999990; 1.000000; 0.001343; 0.085219; 0.000020; 0.001408; 0.998938; 0.999985; 0.934742; 0.998996)";0.0451736327138
2935;"(2.219501; -8.833525; 13.464702; -4.183796; 4.236782)";"(0.901969; 0.998435; 0.123306; 0.906098; 1.000000; 1.000000; 0.999990; 1.000000; 0.001342; 0.085204; 0.000020; 0.001407; 0.998939; 0.999985; 0.934753; 0.998997)";0.0451573029997
2936;"(2.219701; -8.834324; 13.465896; -4.184204; 4.237187)";"(0.901987; 0.998436; 0.123284; 0.906115; 1.000000; 1.000000; 0.999990; 1.000000; 0.001341; 0.085189; 0.000020; 0.001407; 0.998939; 0.999985; 0.934765; 0.998997)";0.045140984462
2937;"(2.219901; -8.835122; 13.467090; -4.184612; 4.237591)";"(0.902005; 0.998437; 0.123261; 0.906132; 1.000000; 1.000000; 0.999990; 1.000000; 0.001340; 0.085174; 0.000020; 0.001406; 0.998940; 0.999985; 0.934776; 0.998998)";0.0451246770895
2938;"(2.220101; -8.835920; 13.468283; -4.185020; 4.237996)";"(0.902022; 0.998438; 0.123239; 0.906149; 1.000000; 1.000000; 0.999990; 1.000000; 0.001339; 0.085158; 0.000020; 0.001405; 0.998940; 0.999985; 0.934788; 0.998999)";0.045108380871
2939;"(2.220301; -8.836718; 13.469476; -4.185428; 4.238400)";"(0.902040; 0.998439; 0.123216; 0.906165; 1.000000; 1.000000; 0.999990; 1.000000; 0.001339; 0.085143; 0.000020; 0.001404; 0.998941; 0.999985; 0.934799; 0.998999)";0.0450920957955
2940;"(2.220500; -8.837516; 13.470668; -4.185836; 4.238804)";"(0.902058; 0.998440; 0.123193; 0.906182; 1.000000; 1.000000; 0.999990; 1.000000; 0.001338; 0.085128; 0.000020; 0.001403; 0.998942; 0.999985; 0.934811; 0.999000)";0.0450758218519
2941;"(2.220700; -8.838313; 13.471860; -4.186244; 4.239209)";"(0.902075; 0.998441; 0.123171; 0.906199; 1.000000; 1.000000; 0.999990; 1.000000; 0.001337; 0.085113; 0.000020; 0.001402; 0.998942; 0.999985; 0.934822; 0.999000)";0.045059559029
2942;"(2.220900; -8.839111; 13.473052; -4.186651; 4.239613)";"(0.902093; 0.998442; 0.123148; 0.906216; 1.000000; 1.000000; 0.999990; 1.000000; 0.001336; 0.085098; 0.000020; 0.001401; 0.998943; 0.999985; 0.934834; 0.999001)";0.0450433073159
2943;"(2.221099; -8.839907; 13.474243; -4.187059; 4.240016)";"(0.902111; 0.998442; 0.123126; 0.906233; 1.000000; 1.000000; 0.999990; 1.000000; 0.001335; 0.085083; 0.000020; 0.001401; 0.998944; 0.999985; 0.934845; 0.999002)";0.0450270667015
2944;"(2.221299; -8.840704; 13.475434; -4.187466; 4.240420)";"(0.902128; 0.998443; 0.123103; 0.906249; 1.000000; 1.000000; 0.999990; 1.000000; 0.001335; 0.085067; 0.000020; 0.001400; 0.998944; 0.999985; 0.934857; 0.999002)";0.0450108371746
2945;"(2.221498; -8.841500; 13.476624; -4.187873; 4.240824)";"(0.902146; 0.998444; 0.123081; 0.906266; 1.000000; 1.000000; 0.999990; 1.000000; 0.001334; 0.085052; 0.000020; 0.001399; 0.998945; 0.999985; 0.934868; 0.999003)";0.0449946187244
